"mqtt_topic","mqtt_json_path","device","tag","yard_tag","target_type","terminal","cabinet","system","description","unit","precision","data_type"
"marpower/power-tag/toilet-crew-cabin-ps-fwd","total_power_factor","Powertags5","PT38F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Toilet Crew Cabin PS Fwd Total Power Factor","-",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_current_phase_a","Powertags5","PT39F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Current Phase A","A",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_current_phase_b","Powertags5","PT39F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Current Phase B","A",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_current_phase_c","Powertags5","PT39F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Current Phase C","A",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_current_phase_neut","Powertags5","PT39F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_voltage_a_n","Powertags5","PT39F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_voltage_b_n","Powertags5","PT39F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-aft-ship","rms_voltage_c_n","Powertags5","PT39F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-aft-ship","active_power_phase_a","Powertags5","PT39F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Active Power Phase A","W",,"REAL"
"marpower/power-tag/lighting-aft-ship","active_power_phase_b","Powertags5","PT39F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Active Power Phase B","W",,"REAL"
"marpower/power-tag/lighting-aft-ship","active_power_phase_c","Powertags5","PT39F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Active Power Phase C","W",,"REAL"
"marpower/power-tag/lighting-aft-ship","total_active_power","Powertags5","PT39F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Total Active Power ","W",,"REAL"
"marpower/power-tag/lighting-aft-ship","power_factor_phase_a","Powertags5","PT39F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Power Factor Phase A","-",,"REAL"
"marpower/power-tag/lighting-aft-ship","power_factor_phase_b","Powertags5","PT39F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Power Factor Phase B","-",,"REAL"
"marpower/power-tag/lighting-aft-ship","power_factor_phase_c","Powertags5","PT39F01_Power_Factor_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Power Factor Phase C","-",,"REAL"
"marpower/power-tag/lighting-aft-ship","total_power_factor","Powertags5","PT39F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Aft Ship Total Power Factor","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_current_phase_a","Powertags5","PT40F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Current Phase A","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_current_phase_b","Powertags5","PT40F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Current Phase B","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_current_phase_c","Powertags5","PT40F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Current Phase C","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_current_phase_neut","Powertags5","PT40F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_voltage_a_n","Powertags5","PT40F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_voltage_b_n","Powertags5","PT40F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","rms_voltage_c_n","Powertags5","PT40F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","active_power_phase_a","Powertags5","PT40F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Active Power Phase A","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","active_power_phase_b","Powertags5","PT40F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Active Power Phase B","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","active_power_phase_c","Powertags5","PT40F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Active Power Phase C","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","total_active_power","Powertags5","PT40F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Total Active Power ","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","power_factor_phase_a","Powertags5","PT40F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Power Factor Phase A","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","power_factor_phase_b","Powertags5","PT40F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Power Factor Phase B","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","power_factor_phase_c","Powertags5","PT40F01_Power_Factor_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Power Factor Phase C","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-5","total_power_factor","Powertags5","PT40F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 5) Total Power Factor","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_current_phase_a","Powertags5","PT41F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Current Phase A","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_current_phase_b","Powertags5","PT41F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Current Phase B","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_current_phase_c","Powertags5","PT41F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Current Phase C","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_current_phase_neut","Powertags5","PT41F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_voltage_a_n","Powertags5","PT41F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_voltage_b_n","Powertags5","PT41F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","rms_voltage_c_n","Powertags5","PT41F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","active_power_phase_a","Powertags5","PT41F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Active Power Phase A","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","active_power_phase_b","Powertags5","PT41F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Active Power Phase B","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","active_power_phase_c","Powertags5","PT41F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Active Power Phase C","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","total_active_power","Powertags5","PT41F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Total Active Power ","W",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","power_factor_phase_a","Powertags5","PT41F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Power Factor Phase A","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","power_factor_phase_b","Powertags5","PT41F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Power Factor Phase B","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","power_factor_phase_c","Powertags5","PT41F01_Power_Factor_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Power Factor Phase C","-",,"REAL"
"marpower/power-tag/lighting-fore-ship-section-4","total_power_factor","Powertags5","PT41F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Lighting Fore Ship (Section 4) Total Power Factor","-",,"REAL"
"marpower/power-tag/spare-lighting","rms_current_phase_a","Powertags5","PT42F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Current Phase A","A",,"REAL"
"marpower/power-tag/spare-lighting","rms_current_phase_b","Powertags5","PT42F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Current Phase B","A",,"REAL"
"marpower/power-tag/spare-lighting","rms_current_phase_c","Powertags5","PT42F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Current Phase C","A",,"REAL"
"marpower/power-tag/spare-lighting","rms_current_phase_neut","Powertags5","PT42F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/spare-lighting","rms_voltage_a_n","Powertags5","PT42F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/spare-lighting","rms_voltage_b_n","Powertags5","PT42F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/spare-lighting","rms_voltage_c_n","Powertags5","PT42F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/spare-lighting","active_power_phase_a","Powertags5","PT42F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Active Power Phase A","W",,"REAL"
"marpower/power-tag/spare-lighting","active_power_phase_b","Powertags5","PT42F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Active Power Phase B","W",,"REAL"
"marpower/power-tag/spare-lighting","active_power_phase_c","Powertags5","PT42F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Active Power Phase C","W",,"REAL"
"marpower/power-tag/spare-lighting","total_active_power","Powertags5","PT42F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Total Active Power ","W",,"REAL"
"marpower/power-tag/spare-lighting","power_factor_phase_a","Powertags5","PT42F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Power Factor Phase A","-",,"REAL"
"marpower/power-tag/spare-lighting","power_factor_phase_b","Powertags5","PT42F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Power Factor Phase B","-",,"REAL"
"marpower/power-tag/spare-lighting","power_factor_phase_c","Powertags5","PT42F01_Power_Factor_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Power Factor Phase C","-",,"REAL"
"marpower/power-tag/spare-lighting","total_power_factor","Powertags5","PT42F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Spare (Lighting) Total Power Factor","-",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_current_phase_a","Powertags5","PT51F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Current Phase A","A",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_current_phase_b","Powertags5","PT51F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Current Phase B","A",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_current_phase_c","Powertags5","PT51F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Current Phase C","A",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_current_phase_neut","Powertags5","PT51F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_voltage_a_n","Powertags5","PT51F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_voltage_b_n","Powertags5","PT51F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/ventilator-fore-peak","rms_voltage_c_n","Powertags5","PT51F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/ventilator-fore-peak","active_power_phase_a","Powertags5","PT51F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Active Power Phase A","W",,"REAL"
"marpower/power-tag/ventilator-fore-peak","active_power_phase_b","Powertags5","PT51F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Active Power Phase B","W",,"REAL"
"marpower/power-tag/ventilator-fore-peak","active_power_phase_c","Powertags5","PT51F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Active Power Phase C","W",,"REAL"
"marpower/power-tag/ventilator-fore-peak","total_active_power","Powertags5","PT51F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Total Active Power ","W",,"REAL"
"marpower/power-tag/ventilator-fore-peak","power_factor_phase_a","Powertags5","PT51F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Power Factor Phase A","-",,"REAL"
"marpower/power-tag/ventilator-fore-peak","power_factor_phase_b","Powertags5","PT51F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Power Factor Phase B","-",,"REAL"
"marpower/power-tag/ventilator-fore-peak","power_factor_phase_c","Powertags5","PT51F01_Power_Factor_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Power Factor Phase C","-",,"REAL"
"marpower/power-tag/ventilator-fore-peak","total_power_factor","Powertags5","PT51F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Fore Peak Total Power Factor","-",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_current_phase_a","Powertags5","PT52F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Current Phase A","A",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_current_phase_b","Powertags5","PT52F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Current Phase B","A",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_current_phase_c","Powertags5","PT52F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Current Phase C","A",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_current_phase_neut","Powertags5","PT52F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_voltage_a_n","Powertags5","PT52F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_voltage_b_n","Powertags5","PT52F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","rms_voltage_c_n","Powertags5","PT52F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","active_power_phase_a","Powertags5","PT52F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Active Power Phase A","W",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","active_power_phase_b","Powertags5","PT52F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Active Power Phase B","W",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","active_power_phase_c","Powertags5","PT52F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Active Power Phase C","W",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","total_active_power","Powertags5","PT52F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Total Active Power ","W",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","power_factor_phase_a","Powertags5","PT52F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Power Factor Phase A","-",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","power_factor_phase_b","Powertags5","PT52F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Power Factor Phase B","-",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","power_factor_phase_c","Powertags5","PT52F01_Power_Factor_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Power Factor Phase C","-",,"REAL"
"marpower/power-tag/ventilator-bilge-fore-ship","total_power_factor","Powertags5","PT52F01_Total_Power_Factor",,"Float",,"+CB.2","AC DISTR 10P3","Ventilator Bilge Fore Ship Total Power Factor","-",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_current_phase_a","Powertags5","PT53F01_RMS_Current_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Current Phase A","A",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_current_phase_b","Powertags5","PT53F01_RMS_Current_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Current Phase B","A",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_current_phase_c","Powertags5","PT53F01_RMS_Current_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Current Phase C","A",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_current_phase_neut","Powertags5","PT53F01_RMS_Current_Phase_Neut",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Current Phase Neutral","A",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_voltage_a_n","Powertags5","PT53F01_RMS_Voltage_A_N",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Voltage Phase A to Neutral ","V",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_voltage_b_n","Powertags5","PT53F01_RMS_Voltage_B_N",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Voltage Phase B to Neutral ","V",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","rms_voltage_c_n","Powertags5","PT53F01_RMS_Voltage_C_N",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS RMS Voltage Phase C to Neutral ","V",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","active_power_phase_a","Powertags5","PT53F01_Active_Power_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS Active Power Phase A","W",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","active_power_phase_b","Powertags5","PT53F01_Active_Power_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS Active Power Phase B","W",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","active_power_phase_c","Powertags5","PT53F01_Active_Power_Phase_C",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS Active Power Phase C","W",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","total_active_power","Powertags5","PT53F01_Total_Active_Power",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS Total Active Power ","W",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","power_factor_phase_a","Powertags5","PT53F01_Power_Factor_Phase_A",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS Power Factor Phase A","-",,"REAL"
"marpower/power-tag/fcu-guest-fwd-cabin-ps","power_factor_phase_b","Powertags5","PT53F01_Power_Factor_Phase_B",,"Float",,"+CB.2","AC DISTR 10P3","FCU Guest Fwd Cabin PS Power Factor Phase B","-",,"REAL"
